balanced_row,official_test_index,label,status,logits_exact,logits_neq,max_abs_delta,reference_top5_exact,top1_correct,top5_correct,pair_wall_s,server_rc,client_rc,binary_sha256,input_sha256,oracle_sha256,reference_sha256
66,70,66,PASS,True,0,0,True,True,True,1.962003,0,0,7fa8ccaef9d5b2e0f2b853ef063d5e1fd2bf8c664287271e67935b6ce9290b77,024b8715883ebb2328c88199028f4b7f145f2ab3469e2a43b24a70581d8727bd,ae2cd654ddce520317bcd3b4d0c78c7d3279c81ed46643533617d67ee2665fe7,4dad044b31930810d52d2676895b36010f4798de279ed5d17dc8f9e9bb7f9d2b
67,72,67,PASS,True,0,0,True,False,False,1.954632,0,0,7fa8ccaef9d5b2e0f2b853ef063d5e1fd2bf8c664287271e67935b6ce9290b77,024b8715883ebb2328c88199028f4b7f145f2ab3469e2a43b24a70581d8727bd,ae2cd654ddce520317bcd3b4d0c78c7d3279c81ed46643533617d67ee2665fe7,4dad044b31930810d52d2676895b36010f4798de279ed5d17dc8f9e9bb7f9d2b
68,202,68,PASS,True,0,0,True,True,True,1.969349,0,0,7fa8ccaef9d5b2e0f2b853ef063d5e1fd2bf8c664287271e67935b6ce9290b77,024b8715883ebb2328c88199028f4b7f145f2ab3469e2a43b24a70581d8727bd,ae2cd654ddce520317bcd3b4d0c78c7d3279c81ed46643533617d67ee2665fe7,4dad044b31930810d52d2676895b36010f4798de279ed5d17dc8f9e9bb7f9d2b
69,13,69,PASS,True,0,0,True,True,True,1.9431,0,0,7fa8ccaef9d5b2e0f2b853ef063d5e1fd2bf8c664287271e67935b6ce9290b77,024b8715883ebb2328c88199028f4b7f145f2ab3469e2a43b24a70581d8727bd,ae2cd654ddce520317bcd3b4d0c78c7d3279c81ed46643533617d67ee2665fe7,4dad044b31930810d52d2676895b36010f4798de279ed5d17dc8f9e9bb7f9d2b
70,18,70,PASS,True,0,0,True,True,True,1.976004,0,0,7fa8ccaef9d5b2e0f2b853ef063d5e1fd2bf8c664287271e67935b6ce9290b77,024b8715883ebb2328c88199028f4b7f145f2ab3469e2a43b24a70581d8727bd,ae2cd654ddce520317bcd3b4d0c78c7d3279c81ed46643533617d67ee2665fe7,4dad044b31930810d52d2676895b36010f4798de279ed5d17dc8f9e9bb7f9d2b
71,4,71,PASS,True,0,0,True,True,True,1.980832,0,0,7fa8ccaef9d5b2e0f2b853ef063d5e1fd2bf8c664287271e67935b6ce9290b77,024b8715883ebb2328c88199028f4b7f145f2ab3469e2a43b24a70581d8727bd,ae2cd654ddce520317bcd3b4d0c78c7d3279c81ed46643533617d67ee2665fe7,4dad044b31930810d52d2676895b36010f4798de279ed5d17dc8f9e9bb7f9d2b
72,2,72,PASS,True,0,0,True,True,True,1.974201,0,0,7fa8ccaef9d5b2e0f2b853ef063d5e1fd2bf8c664287271e67935b6ce9290b77,024b8715883ebb2328c88199028f4b7f145f2ab3469e2a43b24a70581d8727bd,ae2cd654ddce520317bcd3b4d0c78c7d3279c81ed46643533617d67ee2665fe7,4dad044b31930810d52d2676895b36010f4798de279ed5d17dc8f9e9bb7f9d2b
73,35,73,PASS,True,0,0,True,False,False,1.964461,0,0,7fa8ccaef9d5b2e0f2b853ef063d5e1fd2bf8c664287271e67935b6ce9290b77,024b8715883ebb2328c88199028f4b7f145f2ab3469e2a43b24a70581d8727bd,ae2cd654ddce520317bcd3b4d0c78c7d3279c81ed46643533617d67ee2665fe7,4dad044b31930810d52d2676895b36010f4798de279ed5d17dc8f9e9bb7f9d2b
74,133,74,PASS,True,0,0,True,True,True,1.93893,0,0,7fa8ccaef9d5b2e0f2b853ef063d5e1fd2bf8c664287271e67935b6ce9290b77,024b8715883ebb2328c88199028f4b7f145f2ab3469e2a43b24a70581d8727bd,ae2cd654ddce520317bcd3b4d0c78c7d3279c81ed46643533617d67ee2665fe7,4dad044b31930810d52d2676895b36010f4798de279ed5d17dc8f9e9bb7f9d2b
75,11,75,PASS,True,0,0,True,True,True,1.948153,0,0,7fa8ccaef9d5b2e0f2b853ef063d5e1fd2bf8c664287271e67935b6ce9290b77,024b8715883ebb2328c88199028f4b7f145f2ab3469e2a43b24a70581d8727bd,ae2cd654ddce520317bcd3b4d0c78c7d3279c81ed46643533617d67ee2665fe7,4dad044b31930810d52d2676895b36010f4798de279ed5d17dc8f9e9bb7f9d2b
76,106,76,PASS,True,0,0,True,True,True,1.935032,0,0,7fa8ccaef9d5b2e0f2b853ef063d5e1fd2bf8c664287271e67935b6ce9290b77,024b8715883ebb2328c88199028f4b7f145f2ab3469e2a43b24a70581d8727bd,ae2cd654ddce520317bcd3b4d0c78c7d3279c81ed46643533617d67ee2665fe7,4dad044b31930810d52d2676895b36010f4798de279ed5d17dc8f9e9bb7f9d2b
77,60,77,PASS,True,0,0,True,True,True,2.076165,0,0,7fa8ccaef9d5b2e0f2b853ef063d5e1fd2bf8c664287271e67935b6ce9290b77,024b8715883ebb2328c88199028f4b7f145f2ab3469e2a43b24a70581d8727bd,ae2cd654ddce520317bcd3b4d0c78c7d3279c81ed46643533617d67ee2665fe7,4dad044b31930810d52d2676895b36010f4798de279ed5d17dc8f9e9bb7f9d2b
78,81,78,PASS,True,0,0,True,True,True,2.019438,0,0,7fa8ccaef9d5b2e0f2b853ef063d5e1fd2bf8c664287271e67935b6ce9290b77,024b8715883ebb2328c88199028f4b7f145f2ab3469e2a43b24a70581d8727bd,ae2cd654ddce520317bcd3b4d0c78c7d3279c81ed46643533617d67ee2665fe7,4dad044b31930810d52d2676895b36010f4798de279ed5d17dc8f9e9bb7f9d2b
79,228,79,PASS,True,0,0,True,True,True,2.053206,0,0,7fa8ccaef9d5b2e0f2b853ef063d5e1fd2bf8c664287271e67935b6ce9290b77,024b8715883ebb2328c88199028f4b7f145f2ab3469e2a43b24a70581d8727bd,ae2cd654ddce520317bcd3b4d0c78c7d3279c81ed46643533617d67ee2665fe7,4dad044b31930810d52d2676895b36010f4798de279ed5d17dc8f9e9bb7f9d2b
80,183,80,PASS,True,0,0,True,True,True,1.949465,0,0,7fa8ccaef9d5b2e0f2b853ef063d5e1fd2bf8c664287271e67935b6ce9290b77,024b8715883ebb2328c88199028f4b7f145f2ab3469e2a43b24a70581d8727bd,ae2cd654ddce520317bcd3b4d0c78c7d3279c81ed46643533617d67ee2665fe7,4dad044b31930810d52d2676895b36010f4798de279ed5d17dc8f9e9bb7f9d2b
81,12,81,PASS,True,0,0,True,False,True,1.951011,0,0,7fa8ccaef9d5b2e0f2b853ef063d5e1fd2bf8c664287271e67935b6ce9290b77,024b8715883ebb2328c88199028f4b7f145f2ab3469e2a43b24a70581d8727bd,ae2cd654ddce520317bcd3b4d0c78c7d3279c81ed46643533617d67ee2665fe7,4dad044b31930810d52d2676895b36010f4798de279ed5d17dc8f9e9bb7f9d2b
82,67,82,PASS,True,0,0,True,False,True,1.989767,0,0,7fa8ccaef9d5b2e0f2b853ef063d5e1fd2bf8c664287271e67935b6ce9290b77,024b8715883ebb2328c88199028f4b7f145f2ab3469e2a43b24a70581d8727bd,ae2cd654ddce520317bcd3b4d0c78c7d3279c81ed46643533617d67ee2665fe7,4dad044b31930810d52d2676895b36010f4798de279ed5d17dc8f9e9bb7f9d2b
83,101,83,PASS,True,0,0,True,False,True,1.989631,0,0,7fa8ccaef9d5b2e0f2b853ef063d5e1fd2bf8c664287271e67935b6ce9290b77,024b8715883ebb2328c88199028f4b7f145f2ab3469e2a43b24a70581d8727bd,ae2cd654ddce520317bcd3b4d0c78c7d3279c81ed46643533617d67ee2665fe7,4dad044b31930810d52d2676895b36010f4798de279ed5d17dc8f9e9bb7f9d2b
84,281,84,PASS,True,0,0,True,True,True,1.968431,0,0,7fa8ccaef9d5b2e0f2b853ef063d5e1fd2bf8c664287271e67935b6ce9290b77,024b8715883ebb2328c88199028f4b7f145f2ab3469e2a43b24a70581d8727bd,ae2cd654ddce520317bcd3b4d0c78c7d3279c81ed46643533617d67ee2665fe7,4dad044b31930810d52d2676895b36010f4798de279ed5d17dc8f9e9bb7f9d2b
85,120,85,PASS,True,0,0,True,True,True,1.957121,0,0,7fa8ccaef9d5b2e0f2b853ef063d5e1fd2bf8c664287271e67935b6ce9290b77,024b8715883ebb2328c88199028f4b7f145f2ab3469e2a43b24a70581d8727bd,ae2cd654ddce520317bcd3b4d0c78c7d3279c81ed46643533617d67ee2665fe7,4dad044b31930810d52d2676895b36010f4798de279ed5d17dc8f9e9bb7f9d2b
86,292,86,PASS,True,0,0,True,False,True,2.076051,0,0,7fa8ccaef9d5b2e0f2b853ef063d5e1fd2bf8c664287271e67935b6ce9290b77,024b8715883ebb2328c88199028f4b7f145f2ab3469e2a43b24a70581d8727bd,ae2cd654ddce520317bcd3b4d0c78c7d3279c81ed46643533617d67ee2665fe7,4dad044b31930810d52d2676895b36010f4798de279ed5d17dc8f9e9bb7f9d2b
87,162,87,PASS,True,0,0,True,True,True,1.965405,0,0,7fa8ccaef9d5b2e0f2b853ef063d5e1fd2bf8c664287271e67935b6ce9290b77,024b8715883ebb2328c88199028f4b7f145f2ab3469e2a43b24a70581d8727bd,ae2cd654ddce520317bcd3b4d0c78c7d3279c81ed46643533617d67ee2665fe7,4dad044b31930810d52d2676895b36010f4798de279ed5d17dc8f9e9bb7f9d2b
88,422,88,PASS,True,0,0,True,True,True,1.952491,0,0,7fa8ccaef9d5b2e0f2b853ef063d5e1fd2bf8c664287271e67935b6ce9290b77,024b8715883ebb2328c88199028f4b7f145f2ab3469e2a43b24a70581d8727bd,ae2cd654ddce520317bcd3b4d0c78c7d3279c81ed46643533617d67ee2665fe7,4dad044b31930810d52d2676895b36010f4798de279ed5d17dc8f9e9bb7f9d2b
89,85,89,PASS,True,0,0,True,True,True,2.034776,0,0,7fa8ccaef9d5b2e0f2b853ef063d5e1fd2bf8c664287271e67935b6ce9290b77,024b8715883ebb2328c88199028f4b7f145f2ab3469e2a43b24a70581d8727bd,ae2cd654ddce520317bcd3b4d0c78c7d3279c81ed46643533617d67ee2665fe7,4dad044b31930810d52d2676895b36010f4798de279ed5d17dc8f9e9bb7f9d2b
90,71,90,PASS,True,0,0,True,True,True,1.976605,0,0,7fa8ccaef9d5b2e0f2b853ef063d5e1fd2bf8c664287271e67935b6ce9290b77,024b8715883ebb2328c88199028f4b7f145f2ab3469e2a43b24a70581d8727bd,ae2cd654ddce520317bcd3b4d0c78c7d3279c81ed46643533617d67ee2665fe7,4dad044b31930810d52d2676895b36010f4798de279ed5d17dc8f9e9bb7f9d2b
91,73,91,PASS,True,0,0,True,True,True,1.942228,0,0,7fa8ccaef9d5b2e0f2b853ef063d5e1fd2bf8c664287271e67935b6ce9290b77,024b8715883ebb2328c88199028f4b7f145f2ab3469e2a43b24a70581d8727bd,ae2cd654ddce520317bcd3b4d0c78c7d3279c81ed46643533617d67ee2665fe7,4dad044b31930810d52d2676895b36010f4798de279ed5d17dc8f9e9bb7f9d2b
92,5,92,PASS,True,0,0,True,False,False,2.00705,0,0,7fa8ccaef9d5b2e0f2b853ef063d5e1fd2bf8c664287271e67935b6ce9290b77,024b8715883ebb2328c88199028f4b7f145f2ab3469e2a43b24a70581d8727bd,ae2cd654ddce520317bcd3b4d0c78c7d3279c81ed46643533617d67ee2665fe7,4dad044b31930810d52d2676895b36010f4798de279ed5d17dc8f9e9bb7f9d2b
93,33,93,PASS,True,0,0,True,False,True,1.946261,0,0,7fa8ccaef9d5b2e0f2b853ef063d5e1fd2bf8c664287271e67935b6ce9290b77,024b8715883ebb2328c88199028f4b7f145f2ab3469e2a43b24a70581d8727bd,ae2cd654ddce520317bcd3b4d0c78c7d3279c81ed46643533617d67ee2665fe7,4dad044b31930810d52d2676895b36010f4798de279ed5d17dc8f9e9bb7f9d2b
94,194,94,PASS,True,0,0,True,True,True,1.977758,0,0,7fa8ccaef9d5b2e0f2b853ef063d5e1fd2bf8c664287271e67935b6ce9290b77,024b8715883ebb2328c88199028f4b7f145f2ab3469e2a43b24a70581d8727bd,ae2cd654ddce520317bcd3b4d0c78c7d3279c81ed46643533617d67ee2665fe7,4dad044b31930810d52d2676895b36010f4798de279ed5d17dc8f9e9bb7f9d2b
95,103,95,PASS,True,0,0,True,False,False,1.983434,0,0,7fa8ccaef9d5b2e0f2b853ef063d5e1fd2bf8c664287271e67935b6ce9290b77,024b8715883ebb2328c88199028f4b7f145f2ab3469e2a43b24a70581d8727bd,ae2cd654ddce520317bcd3b4d0c78c7d3279c81ed46643533617d67ee2665fe7,4dad044b31930810d52d2676895b36010f4798de279ed5d17dc8f9e9bb7f9d2b
96,272,96,PASS,True,0,0,True,True,True,1.937049,0,0,7fa8ccaef9d5b2e0f2b853ef063d5e1fd2bf8c664287271e67935b6ce9290b77,024b8715883ebb2328c88199028f4b7f145f2ab3469e2a43b24a70581d8727bd,ae2cd654ddce520317bcd3b4d0c78c7d3279c81ed46643533617d67ee2665fe7,4dad044b31930810d52d2676895b36010f4798de279ed5d17dc8f9e9bb7f9d2b
97,17,97,PASS,True,0,0,True,True,True,1.9359,0,0,7fa8ccaef9d5b2e0f2b853ef063d5e1fd2bf8c664287271e67935b6ce9290b77,024b8715883ebb2328c88199028f4b7f145f2ab3469e2a43b24a70581d8727bd,ae2cd654ddce520317bcd3b4d0c78c7d3279c81ed46643533617d67ee2665fe7,4dad044b31930810d52d2676895b36010f4798de279ed5d17dc8f9e9bb7f9d2b
98,188,98,PASS,True,0,0,True,True,True,2.00525,0,0,7fa8ccaef9d5b2e0f2b853ef063d5e1fd2bf8c664287271e67935b6ce9290b77,024b8715883ebb2328c88199028f4b7f145f2ab3469e2a43b24a70581d8727bd,ae2cd654ddce520317bcd3b4d0c78c7d3279c81ed46643533617d67ee2665fe7,4dad044b31930810d52d2676895b36010f4798de279ed5d17dc8f9e9bb7f9d2b
99,167,99,PASS,True,0,0,True,False,False,1.942171,0,0,7fa8ccaef9d5b2e0f2b853ef063d5e1fd2bf8c664287271e67935b6ce9290b77,024b8715883ebb2328c88199028f4b7f145f2ab3469e2a43b24a70581d8727bd,ae2cd654ddce520317bcd3b4d0c78c7d3279c81ed46643533617d67ee2665fe7,4dad044b31930810d52d2676895b36010f4798de279ed5d17dc8f9e9bb7f9d2b
